driverStandingsId,raceId,driverId,points,position,positionText,wins
68389,979,836,5.0,16,16,0
68390,979,18,0.0,22,22,0
68391,979,814,0.0,23,23,0
68392,980,20,220.0,1,1,4
68393,980,1,213.0,2,2,5
68394,980,822,179.0,3,3,2
68395,980,8,128.0,5,5,0
68396,980,830,67.0,6,6,0
68397,980,13,27.0,11,11,0
68398,980,815,56.0,7,7,0
68399,980,832,36.0,9,9,0
68400,980,826,4.0,17,17,0
68401,980,839,47.0,8,8,0
68402,980,807,34.0,10,10,0
68403,980,841,0.0,21,21,0
68404,980,838,1.0,18,18,0
68405,980,4,10.0,15,15,0
68406,980,825,11.0,14,14,0
68407,980,840,18.0,13,13,0
68408,980,817,132.0,4,4,1
68409,980,828,0.0,20,20,0
68410,980,835,0.0,19,19,0
68411,980,154,24.0,12,12,0
68412,980,836,5.0,16,16,0
68413,980,18,0.0,22,22,0
68414,980,814,0.0,23,23,0
68415,981,20,235.0,2,2,4
68416,981,1,238.0,1,1,6
68417,981,822,197.0,3,3,2
68418,981,8,138.0,5,5,0
68419,981,830,68.0,6,6,0
68420,981,13,31.0,11,11,0
68421,981,815,58.0,7,7,0
68422,981,832,36.0,9,9,0
68423,981,826,4.0,17,17,0
68424,981,839,55.0,8,8,0
68425,981,807,34.0,10,10,0
68426,981,841,0.0,21,21,0
68427,981,838,1.0,18,18,0
68428,981,4,10.0,15,15,0
68429,981,825,11.0,14,14,0
68430,981,840,24.0,12,12,0
68431,981,817,144.0,4,4,1
68432,981,828,0.0,20,20,0
68433,981,835,0.0,19,19,0
68434,981,154,24.0,13,13,0
68435,981,836,5.0,16,16,0
68436,981,18,0.0,22,22,0
68437,981,814,0.0,23,23,0
68438,982,20,235.0,2,2,4
68439,982,1,263.0,1,1,7
68440,982,822,212.0,3,3,2
68441,982,8,138.0,5,5,0
68442,982,830,68.0,6,6,0
68443,982,13,31.0,11,11,0
68444,982,815,68.0,7,7,0
68445,982,832,48.0,9,9,0
68446,982,826,4.0,19,19,0
68447,982,839,56.0,8,8,0
68448,982,807,34.0,10,10,0
68449,982,841,0.0,21,21,0
68450,982,838,7.0,17,17,0
68451,982,4,10.0,15,15,0
68452,982,825,11.0,14,14,0
68453,982,840,28.0,12,12,0
68454,982,817,162.0,4,4,1
68455,982,828,0.0,20,20,0
68456,982,835,8.0,16,16,0
68457,982,154,26.0,13,13,0
68458,982,836,5.0,18,18,0
68459,982,18,0.0,22,22,0
68460,982,814,0.0,23,23,0
68461,983,20,247.0,2,2,4
68462,983,1,281.0,1,1,7
68463,983,822,222.0,3,3,2
68464,983,8,138.0,5,5,0
68465,983,830,93.0,6,6,1
68466,983,13,33.0,11,11,0
68467,983,815,76.0,7,7,0
68468,983,832,48.0,9,9,0
68469,983,826,4.0,19,19,0
68470,983,839,57.0,8,8,0
68471,983,807,34.0,10,10,0
68472,983,841,0.0,21,21,0
68473,983,838,13.0,14,14,0
68474,983,4,10.0,16,16,0
68475,983,825,11.0,15,15,0
68476,983,840,32.0,12,12,0
68477,983,817,177.0,4,4,1
68478,983,828,0.0,20,20,0
68479,983,835,8.0,17,17,0
68480,983,154,26.0,13,13,0
68481,983,836,5.0,18,18,0
68482,983,18,0.0,23,23,0
68483,983,814,0.0,24,24,0
68484,983,842,0.0,22,22,0
68485,984,20,247.0,2,2,4
68486,984,1,306.0,1,1,8
68487,984,822,234.0,3,3,2
68488,984,8,148.0,5,5,0
68489,984,830,111.0,6,6,1
68490,984,13,34.0,11,11,0
68491,984,815,82.0,7,7,0
68492,984,832,48.0,9,9,0
68493,984,826,4.0,19,19,0
68494,984,839,65.0,8,8,0
68495,984,807,34.0,10,10,0
68496,984,841,0.0,21,21,0
68497,984,838,13.0,15,15,0
68498,984,4,10.0,16,16,0
68499,984,825,15.0,14,14,0
68500,984,840,32.0,12,12,0
68501,984,817,192.0,4,4,1
68502,984,828,0.0,20,20,0
68503,984,835,8.0,17,17,0
68504,984,154,28.0,13,13,0
68505,984,836,5.0,18,18,0
68506,984,18,0.0,23,23,0
68507,984,814,0.0,24,24,0
68508,984,842,0.0,22,22,0
68509,985,20,265.0,2,2,4
68510,985,1,331.0,1,1,9
68511,985,822,244.0,3,3,2
68512,985,8,163.0,5,5,0
68513,985,830,123.0,6,6,1
68514,985,13,36.0,10,10,0
68515,985,815,86.0,7,7,0
68516,985,832,54.0,9,9,0
68517,985,826,5.0,19,19,0
68518,985,839,73.0,8,8,0
68519,985,807,34.0,11,11,0
68520,985,841,0.0,21,21,0
68521,985,838,13.0,15,15,0
68522,985,4,10.0,16,16,0
68523,985,825,15.0,14,14,0
68524,985,840,32.0,12,12,0
68525,985,817,192.0,4,4,1
68526,985,828,0.0,20,20,0
68527,985,835,8.0,17,17,0
68528,985,154,28.0,13,13,0
68529,985,836,5.0,18,18,0
68530,985,18,0.0,24,24,0
68531,985,814,0.0,25,25,0
68532,985,842,0.0,22,22,0
68533,985,843,0.0,23,23,0
68534,986,20,277.0,2,2,4
68535,986,1,333.0,1,1,9
68536,986,822,262.0,3,3,2
68537,986,8,178.0,5,5,0
68538,986,830,148.0,6,6,2
68539,986,13,36.0,11,11,0
68540,986,815,92.0,7,7,0
68541,986,832,54.0,9,9,0
68542,986,826,5.0,19,19,0
68543,986,839,83.0,8,8,0
68544,986,807,34.0,12,12,0
68545,986,841,0.0,21,21,0
68546,986,838,13.0,15,15,0
68547,986,4,11.0,16,16,0
68548,986,825,19.0,14,14,0
68549,986,840,40.0,10,10,0
68550,986,817,192.0,4,4,1
68551,986,828,0.0,20,20,0
68552,986,835,8.0,17,17,0
68553,986,154,28.0,13,13,0
68554,986,836,5.0,18,18,0
68555,986,18,0.0,24,24,0
68556,986,814,0.0,25,25,0
68557,986,842,0.0,22,22,0
68558,986,843,0.0,23,23,0
68559,987,20,302.0,2,2,5
68560,987,1,345.0,1,1,9
68561,987,822,280.0,3,3,2
68562,987,8,193.0,5,5,0
68563,987,830,158.0,6,6,2
68564,987,13,42.0,10,10,0
68565,987,815,94.0,7,7,0
68566,987,832,54.0,9,9,0
68567,987,826,5.0,19,19,0
68568,987,839,83.0,8,8,0
68569,987,807,35.0,12,12,0
68570,987,841,0.0,22,22,0
68571,987,838,13.0,16,16,0
68572,987,4,15.0,15,15,0
68573,987,825,19.0,14,14,0
68574,987,840,40.0,11,11,0
68575,987,817,200.0,4,4,1
68576,987,828,0.0,20,20,0
68577,987,835,8.0,17,17,0
68578,987,154,28.0,13,13,0
68579,987,836,5.0,18,18,0
68580,987,18,0.0,24,24,0
68581,987,814,0.0,25,25,0
68582,987,842,0.0,21,21,0
68583,987,843,0.0,23,23,0
68584,988,20,317.0,2,2,5
68585,988,1,363.0,1,1,9
68586,988,822,305.0,3,3,3
68587,988,8,205.0,4,4,0
68588,988,830,168.0,6,6,2
68589,988,13,43.0,11,11,0
68590,988,815,100.0,7,7,0
68591,988,832,54.0,9,9,0
68592,988,826,5.0,19,19,0
68593,988,839,87.0,8,8,0
68594,988,807,43.0,10,10,0
68595,988,841,0.0,22,22,0
68596,988,838,13.0,16,16,0
68597,988,4,17.0,15,15,0
68598,988,825,19.0,14,14,0
68599,988,840,40.0,12,12,0
68600,988,817,200.0,5,5,1
68601,988,828,0.0,20,20,0
68602,988,835,8.0,17,17,0
68603,988,154,28.0,13,13,0
68604,988,836,5.0,18,18,0
68605,988,18,0.0,24,24,0
68606,988,814,0.0,25,25,0
68607,988,842,0.0,21,21,0
68608,988,843,0.0,23,23,0
68609,989,20,25.0,1,1,1
68610,989,1,18.0,2,2,0
68611,989,8,15.0,3,3,0
68612,989,817,12.0,4,4,0
68613,989,4,10.0,5,5,0
68614,989,830,8.0,6,6,0
68615,989,807,6.0,7,7,0
68616,989,822,4.0,8,8,0
68617,989,838,2.0,9,9,0
68618,989,832,1.0,10,10,0
68619,989,815,0.0,11,11,0
68620,989,839,0.0,12,12,0
68621,989,844,0.0,13,13,0
68622,989,840,0.0,14,14,0
68623,989,843,0.0,15,15,0
68624,989,154,0.0,16,16,0
68625,989,825,0.0,17,17,0
68626,989,842,0.0,18,18,0
68627,989,828,0.0,19,19,0
68628,989,845,0.0,20,20,0
68708,990,845,0.0,20,20,0
68693,990,4,16.0,4,4,0
68694,990,830,8.0,10,10,0
68705,990,825,10.0,9,9,0
68701,990,844,0.0,16,16,0
68709,992,20,66.0,2,2,2
68707,990,828,2.0,12,12,0
68706,990,842,12.0,7,7,0
68691,990,8,15.0,5,5,0
68704,990,154,0.0,17,17,0
68702,990,840,0.0,18,18,0
68703,990,843,0.0,19,19,0
68700,990,839,1.0,14,14,0
68699,990,815,0.0,15,15,0
68698,990,832,1.0,13,13,0
68697,990,838,6.0,11,11,0
68696,990,822,22.0,3,3,0
68695,990,807,14.0,6,6,0
68692,990,817,12.0,8,8,0
68689,990,20,50.0,1,1,2
68690,990,1,33.0,2,2,0
68669,991,20,54.0,1,1,2
68670,991,1,45.0,2,2,0
68671,991,8,30.0,5,5,0
68672,991,817,37.0,4,4,1
68673,991,4,22.0,6,6,0
68674,991,830,18.0,8,8,0
68675,991,807,22.0,7,7,0
68676,991,822,40.0,3,3,0
68677,991,838,6.0,11,11,0
68678,991,832,3.0,12,12,0
68679,991,815,0.0,15,15,0
68680,991,839,1.0,14,14,0
68681,991,844,0.0,16,16,0
68682,991,840,0.0,18,18,0
68683,991,843,0.0,20,20,0
68684,991,154,0.0,17,17,0
68685,991,825,11.0,10,10,0
68686,991,842,12.0,9,9,0
68687,991,828,2.0,13,13,0
68688,991,845,0.0,19,19,0
68710,992,1,70.0,1,1,1
68711,992,8,48.0,3,3,0
68712,992,817,37.0,5,5,1
68713,992,4,28.0,6,6,0
68714,992,830,18.0,8,8,0
68715,992,807,22.0,7,7,0
68716,992,822,40.0,4,4,0
68717,992,838,8.0,14,14,0
68718,992,832,13.0,10,10,0
68719,992,815,15.0,9,9,0
68720,992,839,1.0,17,17,0
68721,992,844,8.0,13,13,0
68722,992,840,4.0,15,15,0
68723,992,843,1.0,18,18,0
68724,992,154,0.0,19,19,0
68725,992,825,11.0,12,12,0
68726,992,842,12.0,11,11,0
68727,992,828,2.0,16,16,0
68728,992,845,0.0,20,20,0
68729,993,20,78.0,2,2,2
68730,993,1,95.0,1,1,2
68731,993,8,48.0,4,4,0
68732,993,817,47.0,5,5,1
68733,993,4,32.0,7,7,0
68734,993,830,33.0,6,6,0
68735,993,807,22.0,8,8,0
68736,993,822,58.0,3,3,0
68737,993,838,8.0,14,14,0
68738,993,832,19.0,10,10,0
68739,993,815,17.0,11,11,0
68740,993,839,1.0,17,17,0
68741,993,844,9.0,13,13,0
68742,993,840,4.0,15,15,0
68743,993,843,1.0,18,18,0
68744,993,154,0.0,19,19,0
68745,993,825,19.0,9,9,0
68746,993,842,12.0,12,12,0
68747,993,828,2.0,16,16,0
68748,993,845,0.0,20,20,0
68749,994,20,96.0,2,2,2
68750,994,1,110.0,1,1,2
68751,994,8,60.0,5,5,0
68752,994,817,72.0,3,3,2
68753,994,4,32.0,7,7,0
68754,994,830,35.0,6,6,0
68755,994,807,26.0,8,8,0
68756,994,822,68.0,4,4,0
68757,994,838,8.0,15,15,0
68758,994,832,20.0,9,9,0
68759,994,815,17.0,12,12,0
68760,994,839,9.0,13,13,0
68761,994,844,9.0,14,14,0
68762,994,840,4.0,16,16,0
68763,994,843,1.0,18,18,0
68764,994,154,0.0,19,19,0
68765,994,825,19.0,10,10,0
68766,994,842,18.0,11,11,0
68767,994,828,2.0,17,17,0
68768,994,845,0.0,20,20,0
68769,995,20,121.0,1,1,3
68770,995,1,120.0,2,2,2
68771,995,8,68.0,5,5,0
68772,995,817,84.0,4,4,2
68773,995,4,32.0,7,7,0
68774,995,830,50.0,6,6,0
68775,995,807,32.0,8,8,0
68776,995,822,86.0,3,3,0
68777,995,838,8.0,15,15,0
68778,995,832,24.0,9,9,0
68779,995,815,17.0,12,12,0
68780,995,839,11.0,13,13,0
68781,995,844,10.0,14,14,0
68782,995,840,4.0,16,16,0
68783,995,843,1.0,18,18,0
68784,995,154,0.0,19,19,0
68785,995,825,19.0,10,10,0
68786,995,842,18.0,11,11,0
68787,995,828,2.0,17,17,0
68788,995,845,0.0,20,20,0
68789,996,20,131.0,2,2,3
68790,996,1,145.0,1,1,3
68791,996,8,83.0,5,5,0
68792,996,817,96.0,3,3,2
68793,996,4,32.0,8,8,0
68794,996,830,68.0,6,6,0
68795,996,807,34.0,7,7,0
68796,996,822,92.0,4,4,0
68797,996,838,8.0,15,15,0
68798,996,832,28.0,9,9,0
68799,996,815,17.0,12,12,0
68800,996,839,11.0,13,13,0
68801,996,844,11.0,14,14,0
68802,996,840,4.0,16,16,0
68803,996,843,1.0,18,18,0
68804,996,154,0.0,19,19,0
68805,996,825,27.0,10,10,0
68806,996,842,18.0,11,11,0
68807,996,828,2.0,17,17,0
68808,996,845,0.0,20,20,0
68809,997,20,146.0,1,1,3
68810,997,1,145.0,2,2,3
68811,997,8,101.0,3,3,0
68812,997,817,96.0,4,4,2
68813,997,4,36.0,8,8,0
68814,997,830,93.0,5,5,1
68815,997,807,34.0,9,9,0
68816,997,822,92.0,6,6,0
68817,997,838,8.0,16,16,0
68818,997,832,28.0,10,10,0
68819,997,815,23.0,11,11,0
68820,997,839,19.0,12,12,0
68821,997,844,13.0,14,14,0
68822,997,840,4.0,17,17,0
68823,997,843,1.0,19,19,0
68824,997,154,12.0,15,15,0
68825,997,825,37.0,7,7,0
68826,997,842,18.0,13,13,0
68827,997,828,3.0,18,18,0
68828,997,845,0.0,20,20,0
68829,998,20,171.0,1,1,4
68830,998,1,163.0,2,2,3
68831,998,8,116.0,3,3,0
68832,998,817,106.0,4,4,2
68833,998,4,40.0,8,8,0
68834,998,830,93.0,6,6,1
68835,998,807,42.0,7,7,0
68836,998,822,104.0,5,5,0
68837,998,838,8.0,16,16,0
68838,998,832,28.0,10,10,0
68839,998,815,24.0,12,12,0
68840,998,839,25.0,11,11,0
68841,998,844,13.0,14,14,0
68842,998,840,4.0,17,17,0
68843,998,843,1.0,19,19,0
68844,998,154,12.0,15,15,0
68845,998,825,39.0,9,9,0
68846,998,842,18.0,13,13,0
68847,998,828,3.0,18,18,0
68848,998,845,0.0,20,20,0
68849,999,20,171.0,2,2,4
68850,999,1,188.0,1,1,4
68851,999,8,131.0,3,3,0
68852,999,817,106.0,5,5,2
68853,999,4,40.0,8,8,0
68854,999,830,105.0,6,6,1
68855,999,807,52.0,7,7,0
68856,999,822,122.0,4,4,0
68857,999,838,8.0,16,16,0
68858,999,832,28.0,12,12,0
68859,999,815,30.0,10,10,0
68860,999,839,29.0,11,11,0
68861,999,844,13.0,15,15,0
68862,999,840,4.0,18,18,0
68863,999,843,2.0,19,19,0
68864,999,154,20.0,13,13,0
68865,999,825,39.0,9,9,0
68866,999,842,18.0,14,14,0
68867,999,828,5.0,17,17,0
68868,999,845,0.0,20,20,0
68869,1000,20,189.0,2,2,4
68870,1000,1,213.0,1,1,5
68871,1000,8,146.0,3,3,0
68872,1000,817,118.0,5,5,2
68873,1000,4,44.0,9,9,0
68874,1000,830,105.0,6,6,1
68875,1000,807,52.0,7,7,0
68876,1000,822,132.0,4,4,0
68877,1000,838,8.0,16,16,0
68878,1000,832,30.0,11,11,0
68879,1000,815,30.0,10,10,0
68880,1000,839,29.0,12,12,0
68881,1000,844,13.0,15,15,0
68882,1000,840,4.0,18,18,0
68883,1000,843,2.0,19,19,0
68884,1000,154,21.0,14,14,0
68885,1000,825,45.0,8,8,0
68886,1000,842,26.0,13,13,0
68887,1000,828,5.0,17,17,0
68888,1000,845,0.0,20,20,0
68889,1001,20,214.0,2,2,5
68890,1001,1,231.0,1,1,5
68891,1001,8,146.0,3,3,0
68892,1001,817,118.0,6,6,2
68893,1001,4,44.0,9,9,0
68894,1001,830,120.0,5,5,1
68895,1001,807,52.0,7,7,0
68896,1001,822,144.0,4,4,0
68897,1001,838,8.0,16,16,0
68898,1001,832,30.0,12,12,0
68899,1001,815,40.0,10,10,0
68900,1001,839,37.0,11,11,0
68901,1001,844,13.0,15,15,0
68902,1001,840,4.0,18,18,0
68903,1001,843,2.0,19,19,0
68904,1001,154,27.0,14,14,0
68905,1001,825,49.0,8,8,0
68906,1001,842,28.0,13,13,0
68907,1001,828,6.0,17,17,0
68908,1001,845,0.0,20,20,0
68963,1002,843,2.0,19,19,0
68966,1002,842,28.0,13,13,0
68958,1002,832,34.0,12,12,0
68968,1002,845,1.0,20,20,0
68956,1002,822,159.0,4,4,0
68967,1002,828,6.0,18,18,0
68952,1002,817,118.0,6,6,2
68965,1002,825,49.0,8,8,0
68964,1002,154,27.0,14,14,0
68962,1002,840,6.0,17,17,0
68960,1002,839,45.0,10,10,0
68961,1002,844,13.0,15,15,0
68959,1002,815,46.0,9,9,0
68957,1002,838,8.0,16,16,0
68955,1002,807,52.0,7,7,0
68954,1002,830,130.0,5,5,1
68953,1002,4,44.0,11,11,0
68949,1002,20,226.0,2,2,5
68950,1002,1,256.0,1,1,6
68951,1002,8,164.0,3,3,0
68969,1003,20,241.0,2,2,5
68970,1003,1,281.0,1,1,7
68971,1003,8,174.0,3,3,0
68972,1003,817,126.0,6,6,2
68973,1003,4,50.0,8,8,0
68974,1003,830,148.0,5,5,1
68975,1003,807,53.0,7,7,0
68976,1003,822,171.0,4,4,0
68977,1003,838,8.0,16,16,0
68978,1003,832,38.0,12,12,0
68979,1003,815,46.0,10,10,0
68980,1003,839,45.0,11,11,0
68981,1003,844,15.0,15,15,0
68982,1003,840,6.0,17,17,0
68983,1003,843,2.0,19,19,0
68984,1003,154,27.0,14,14,0
68985,1003,825,49.0,9,9,0
68986,1003,842,28.0,13,13,0
68987,1003,828,6.0,18,18,0
68988,1003,845,1.0,20,20,0
68989,1004,20,256.0,2,2,5
68990,1004,1,306.0,1,1,8
68991,1004,8,186.0,4,4,0
68992,1004,817,134.0,6,6,2
68993,1004,4,50.0,9,9,0
68994,1004,830,158.0,5,5,1
68995,1004,807,53.0,8,8,0
68996,1004,822,189.0,3,3,0
68997,1004,838,8.0,16,16,0
68998,1004,832,38.0,12,12,0
68999,1004,815,47.0,10,10,0
69000,1004,839,47.0,11,11,0
69001,1004,844,21.0,15,15,0
69002,1004,840,6.0,17,17,0
69003,1004,843,2.0,19,19,0
69004,1004,154,27.0,14,14,0
69005,1004,825,53.0,7,7,0
69006,1004,842,28.0,13,13,0
69007,1004,828,6.0,18,18,0
69008,1004,845,1.0,20,20,0
69009,1005,20,264.0,2,2,5
69010,1005,1,331.0,1,1,9
69011,1005,8,196.0,4,4,0
69012,1005,817,146.0,6,6,2
69013,1005,4,50.0,10,10,0
69014,1005,830,173.0,5,5,1
69015,1005,807,53.0,9,9,0
69016,1005,822,207.0,3,3,0
69017,1005,838,8.0,16,16,0
69018,1005,832,39.0,12,12,0
69019,1005,815,53.0,7,7,0
69020,1005,839,49.0,11,11,0
69021,1005,844,21.0,15,15,0
69022,1005,840,6.0,17,17,0
69023,1005,843,2.0,19,19,0
69024,1005,154,31.0,13,13,0
69025,1005,825,53.0,8,8,0
69026,1005,842,28.0,14,14,0
69027,1005,828,6.0,18,18,0
69028,1005,845,1.0,20,20,0
69067,1006,828,7.0,17,17,0
69065,1006,825,53.0,9,9,0
69063,1006,843,4.0,19,19,0
69062,1006,840,6.0,18,18,0
69060,1006,839,49.0,11,11,0
69058,1006,832,45.0,12,12,0
69056,1006,822,217.0,4,4,0
69054,1006,830,191.0,5,5,1
69052,1006,817,146.0,6,6,2
69050,1006,1,346.0,1,1,9
69066,1006,842,28.0,14,14,0
69068,1006,845,1.0,20,20,0
69055,1006,807,61.0,7,7,0
69061,1006,844,21.0,15,15,0
69064,1006,154,31.0,13,13,0
69057,1006,838,8.0,16,16,0
69053,1006,4,50.0,10,10,0
69059,1006,815,57.0,8,8,0
69051,1006,8,221.0,3,3,1
69049,1006,20,276.0,2,2,5
69069,1007,20,294.0,2,2,5
69070,1007,1,358.0,1,1,9
69071,1007,8,236.0,3,3,1
69072,1007,817,146.0,6,6,2
69073,1007,4,50.0,10,10,0
69074,1007,830,216.0,5,5,2
69075,1007,807,69.0,7,7,0
69076,1007,822,227.0,4,4,0
69077,1007,838,12.0,16,16,0
69078,1007,832,45.0,12,12,0
69079,1007,815,57.0,8,8,0
69080,1007,839,49.0,11,11,0
69081,1007,844,27.0,15,15,0
69082,1007,840,6.0,18,18,0
69083,1007,843,4.0,19,19,0
69084,1007,154,31.0,13,13,0
69085,1007,825,53.0,9,9,0
69086,1007,842,29.0,14,14,0
69087,1007,828,9.0,17,17,0
69088,1007,845,1.0,20,20,0
69089,1008,20,302.0,2,2,5
69090,1008,1,383.0,1,1,10
69091,1008,8,251.0,3,3,1
69092,1008,817,158.0,6,6,2
69093,1008,4,50.0,10,10,0
69094,1008,830,234.0,5,5,2
69095,1008,807,69.0,7,7,0
69096,1008,822,237.0,4,4,0
69097,1008,838,12.0,16,16,0
69098,1008,832,45.0,12,12,0
69099,1008,815,58.0,8,8,0
69100,1008,839,49.0,11,11,0
69101,1008,844,33.0,14,14,0
69102,1008,840,6.0,18,18,0
69103,1008,843,4.0,19,19,0
69104,1008,154,35.0,13,13,0
69105,1008,825,55.0,9,9,0
69106,1008,842,29.0,15,15,0
69107,1008,828,9.0,17,17,0
69108,1008,845,1.0,20,20,0
69109,1009,20,320.0,2,2,5
69110,1009,1,408.0,1,1,11
69111,1009,8,251.0,3,3,1
69112,1009,817,170.0,6,6,2
69113,1009,4,50.0,11,11,0
69114,1009,830,249.0,4,4,2
69115,1009,807,69.0,7,7,0
69116,1009,822,247.0,5,5,0
69117,1009,838,12.0,16,16,0
69118,1009,832,53.0,10,10,0
69119,1009,815,62.0,8,8,0
69120,1009,839,49.0,12,12,0
69121,1009,844,39.0,13,13,0
69122,1009,840,6.0,18,18,0
69123,1009,843,4.0,19,19,0
69124,1009,154,37.0,14,14,0
69125,1009,825,56.0,9,9,0
69126,1009,842,29.0,15,15,0
69127,1009,828,9.0,17,17,0
69128,1009,845,1.0,20,20,0
69768,1010,832,0.0,20,20,0
69767,1010,817,0.0,19,19,0
69766,1010,154,0.0,18,18,0
69765,1010,9,0.0,17,17,0
69764,1010,847,0.0,16,16,0
69763,1010,841,0.0,15,15,0
69762,1010,848,0.0,14,14,0
69761,1010,815,0.0,13,13,0
69760,1010,846,0.0,12,12,0
69750,1010,1,18.0,2,2,0
69230,1012,1,68.0,1,1,2
69759,1010,842,0.0,11,11,0
69758,1010,826,1.0,10,10,0
69757,1010,840,2.0,9,9,0
69756,1010,8,4.0,8,8,0
69755,1010,807,6.0,7,7,0
69754,1010,825,8.0,6,6,0
69753,1010,844,10.0,5,5,0
69752,1010,20,12.0,4,4,0
69751,1010,830,15.0,3,3,0
69749,1010,822,26.0,1,1,1
69229,1012,822,62.0,2,2,1
69227,1011,817,0.0,18,18,0
69226,1011,154,0.0,19,19,0
69224,1011,847,0.0,16,16,0
69222,1011,848,2.0,11,11,0
69219,1011,842,4.0,10,10,0
69216,1011,8,10.0,6,6,0
69211,1011,830,27.0,3,3,0
69228,1011,832,0.0,20,20,0
69223,1011,841,0.0,15,15,0
69218,1011,826,1.0,13,13,0
69225,1011,9,0.0,17,17,0
69220,1011,846,8.0,7,7,0
69215,1011,807,6.0,9,9,0
69221,1011,815,1.0,14,14,0
69217,1011,840,2.0,12,12,0
69214,1011,825,8.0,8,8,0
69213,1011,844,26.0,4,4,0
69212,1011,20,22.0,5,5,0
69210,1011,1,43.0,2,2,1
69209,1011,822,44.0,1,1,1
69231,1012,830,39.0,3,3,0
69232,1012,20,37.0,4,4,0
69233,1012,844,36.0,5,5,0
69234,1012,825,8.0,9,9,0
69235,1012,807,6.0,10,10,0
69236,1012,8,12.0,7,7,0
69237,1012,840,2.0,14,14,0
69238,1012,826,1.0,15,15,0
69239,1012,842,13.0,6,6,0
69240,1012,846,8.0,8,8,0
69241,1012,815,5.0,12,12,0
69242,1012,848,3.0,13,13,0
69243,1012,841,0.0,16,16,0
69244,1012,847,0.0,19,19,0
69245,1012,9,0.0,20,20,0
69246,1012,154,0.0,17,17,0
69247,1012,817,6.0,11,11,0
69248,1012,832,0.0,18,18,0
69249,1013,822,87.0,1,1,2
69250,1013,1,86.0,2,2,2
69251,1013,830,51.0,4,4,0
69252,1013,20,52.0,3,3,0
69253,1013,844,47.0,5,5,0
69254,1013,825,8.0,10,10,0
69255,1013,807,6.0,11,11,0
69256,1013,8,13.0,8,8,0
69257,1013,840,4.0,14,14,0
69258,1013,826,1.0,16,16,0
69259,1013,842,13.0,7,7,0
69260,1013,846,12.0,9,9,0
69261,1013,815,13.0,6,6,0
69262,1013,848,3.0,15,15,0
69263,1013,841,0.0,17,17,0
69264,1013,847,0.0,19,19,0
69265,1013,9,0.0,20,20,0
69266,1013,154,0.0,18,18,0
69267,1013,817,6.0,13,13,0
69268,1013,832,6.0,12,12,0
69308,1014,832,10.0,11,11,0
69307,1014,817,6.0,12,12,0
69306,1014,154,1.0,17,17,0
69305,1014,9,0.0,20,20,0
69303,1014,841,0.0,18,18,0
69302,1014,848,3.0,15,15,0
69299,1014,842,21.0,6,6,0
69297,1014,840,4.0,14,14,0
69296,1014,8,13.0,9,9,0
69293,1014,844,57.0,5,5,0
69291,1014,830,66.0,3,3,0
69290,1014,1,112.0,1,1,3
69301,1014,815,13.0,8,8,0
69298,1014,826,3.0,16,16,0
69300,1014,846,12.0,10,10,0
69289,1014,822,105.0,2,2,2
69304,1014,847,0.0,19,19,0
69292,1014,20,64.0,4,4,0
69295,1014,807,6.0,13,13,0
69294,1014,825,14.0,7,7,0
69309,1015,822,120.0,2,2,2
69310,1015,1,137.0,1,1,4
69311,1015,830,78.0,4,4,0
69312,1015,20,82.0,3,3,0
69313,1015,844,57.0,5,5,0
69314,1015,825,14.0,8,8,0
69315,1015,807,6.0,15,15,0
69316,1015,8,13.0,10,10,0
69317,1015,840,4.0,16,16,0
69318,1015,826,9.0,12,12,0
69319,1015,842,32.0,6,6,0
69320,1015,846,12.0,11,11,0
69321,1015,815,13.0,9,9,0
69322,1015,848,7.0,14,14,0
69323,1015,841,0.0,18,18,0
69324,1015,847,0.0,19,19,0
69325,1015,9,0.0,20,20,0
69326,1015,154,2.0,17,17,0
69327,1015,817,8.0,13,13,0
69328,1015,832,18.0,7,7,0
69329,1016,822,133.0,2,2,2
69330,1016,1,162.0,1,1,5
69331,1016,830,88.0,4,4,0
69332,1016,20,100.0,3,3,0
69333,1016,844,72.0,5,5,0
69334,1016,825,14.0,9,9,0
69335,1016,807,12.0,13,13,0
69336,1016,8,13.0,11,11,0
69337,1016,840,6.0,16,16,0
69338,1016,826,10.0,14,14,0
69339,1016,842,36.0,6,6,0
69340,1016,846,12.0,12,12,0
69341,1016,815,13.0,10,10,0
69342,1016,848,7.0,15,15,0
69343,1016,841,0.0,18,18,0
69344,1016,847,0.0,19,19,0
69345,1016,9,0.0,20,20,0
69346,1016,154,2.0,17,17,0
69347,1016,817,16.0,8,8,0
69348,1016,832,18.0,7,7,0
69424,1017,847,0.0,19,19,0
69428,1017,832,26.0,7,7,0
69416,1017,8,19.0,8,8,0
69417,1017,840,6.0,16,16,0
69409,1017,822,151.0,2,2,2
69427,1017,817,16.0,9,9,0
69426,1017,154,2.0,17,17,0
69425,1017,9,0.0,20,20,0
69423,1017,841,0.0,18,18,0
69422,1017,848,7.0,15,15,0
69421,1017,815,13.0,13,13,0
69419,1017,842,37.0,6,6,0
69420,1017,846,14.0,12,12,0
69418,1017,826,10.0,14,14,0
69414,1017,825,14.0,11,11,0
69415,1017,807,16.0,10,10,0
69413,1017,844,87.0,5,5,0
69412,1017,20,111.0,3,3,0
69411,1017,830,100.0,4,4,0
69410,1017,1,187.0,1,1,6
